site_id,type,hits,fails,max_retries,,num_stores,max_stores,memcpy_size,memcpy_max_size,undolog_size_avg,undolog_size_max
  92, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
  93, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
  94, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
  95, UNDOLOG,       2,       0,       0,,   29593,   29580,      56,              56,     236800.0000,          473280
  96, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
  97, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
  98, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
  99, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 100, UNDOLOG,       1,       0,       0,,      10,      10,      56,              56,        272.0000,             272
 101, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 102, UNDOLOG,       1,       0,       0,,      11,      11,       0,               0,        176.0000,             176
 103, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 104, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 105, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 106, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 107, UNDOLOG,    1156,       0,       0,,    6936,       6,       0,               0,         96.0000,              96
 108, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 109, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 110, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 111, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 112, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 113, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 114, UNDOLOG,    1156,       0,       0,,74565924,  235796,   46448,           18328,    1032134.6713,         3809392
 115, UNDOLOG,    1156,       0,       0,,    2312,       2,       0,               0,         32.0000,              32
 116, UNDOLOG,      63,       0,       0,,  100522,   10106,    2859,             878,      25632.2540,          161696
 117, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 118, UNDOLOG,       1,       0,       0,,     194,     194,       0,               0,       3104.0000,            3104
 119, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 120, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 121, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 122, UNDOLOG,     453,       0,       0,, 7674457,  596362, 1469373,           86561,     277770.5254,         9679600
 123, UNDOLOG,      39,       0,       0,,  653846,  316951,  446953,           49432,     291256.2051,         5071216
 124, UNDOLOG,       2,       0,       0,,     482,     263,       0,               0,       3856.0000,            4208
 125, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 126, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 127, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 128, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 129, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 130, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 131, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 132, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 133, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 134, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 135, UNDOLOG,       1,       0,       0,,      13,      13,       0,               0,        208.0000,             208
 136, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 137, UNDOLOG,     728,       0,       0,,  128874,     332,  210434,            3686,       3412.2418,           12432
 138, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 139, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 140, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 141, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 142, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 143, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 144, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 145, UNDOLOG,       1,       0,       0,,      48,      48,       0,               0,        768.0000,             768
 146, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 147, UNDOLOG,       1,       0,       0,,     529,     529,       0,               0,       8464.0000,            8464
 148, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 149, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 150, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 151, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 152, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 153, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 154, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 155, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 156, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 157, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 158, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 159, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 160, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 161, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 162, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 163, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 164, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 165, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 166, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 167, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 168, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 169, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 170, UNDOLOG,       3,       0,       0,,     169,     119,       8,               8,        906.6667,            1920
 171, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 172, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 173, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 174, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 175, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 176, UNDOLOG,       1,       0,       0,,     236,     236,       0,               0,       3776.0000,            3776
 177, UNDOLOG,       4,       0,       0,,  361580,  165444,     768,             370,    1446748.0000,         2647552
 178, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 179, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 180, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 181, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 182, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 183, UNDOLOG,       1,       0,       0,,    3107,    3107,       0,               0,      49712.0000,           49712
 184, UNDOLOG,       1,       0,       0,,       4,       4,       0,               0,         64.0000,              64
 185, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 186, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 187, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 188, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 189, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 190, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 191, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 192, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 193, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 194, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 195, UNDOLOG,      27,       0,       0,,   68868,   51554,   13620,           12932,      41848.8889,          851456
 196, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 197, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 198, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 199, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 200, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 201, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 202, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 203, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 204, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 205, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 206, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 207, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 208, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 209, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 210, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 211, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 212, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 213, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 214, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 215, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 216, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 217, UNDOLOG,       1,       0,       0,,    2092,    2092,       0,               0,      33472.0000,           33472
 218, UNDOLOG,       1,       0,       0,,       4,       4,       0,               0,         64.0000,              64
 219, UNDOLOG,       1,       0,       0,,       4,       4,       0,               0,         64.0000,              64
 220, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 221, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 222, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 223, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 224, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 225, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 226, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 227, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 228, UNDOLOG,      13,       0,       0,,  296654,  162548,     129,             128,     365133.5385,         2601024
 229, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 230, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 231, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 232, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 233, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 234, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 235, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 236, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 237, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 238, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 239, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 240, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 241, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 242, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 243, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 244, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 245, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 246, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 247, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 248, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 249, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 250, UNDOLOG,       1,       0,       0,,      19,      19,       0,               0,        304.0000,             304
 251, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 252, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 253, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 254, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 255, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 256, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 257, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 258, UNDOLOG,       1,       0,       0,,      37,      37,       0,               0,        592.0000,             592
 259, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 260, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 261, UNDOLOG,       1,       0,       0,,       5,       5,       0,               0,         80.0000,              80
 262, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 263, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 264, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 265, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 266, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 267, UNDOLOG,       1,       0,       0,,      17,      17,       0,               0,        272.0000,             272
 268, UNDOLOG,       1,       0,       0,,       3,       3,       0,               0,         48.0000,              48
 269, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 270, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 271, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 272, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 273, UNDOLOG,       2,       0,       0,,     723,     648,      48,              48,       5832.0000,           10368
 274, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 275, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 276, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 277, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 278, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 279, UNDOLOG,       2,       0,       0,,      14,       7,       0,               0,        112.0000,             112
 280, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 281, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 282, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 283, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 284, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 285, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 286, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 287, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 288, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 289, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 290, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 291, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 292, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 293, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 294, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 295, UNDOLOG,       2,       0,       0,,      24,      12,       0,               0,        192.0000,             192
 296, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 297, UNDOLOG,       2,       0,       0,,      14,       7,       0,               0,        112.0000,             112
 298, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 299, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 300, UNDOLOG,       1,       0,       0,,    4294,    4294,       0,               0,      68704.0000,           68704
 301, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 302, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 303, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 304, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 305, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 306, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 307, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 308, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 309, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 310, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 311, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 312, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 313, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 314, UNDOLOG,       2,       0,       0,,    2265,    1919,     294,             294,      18416.0000,           31296
 315, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 316, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 317, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 318, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 319, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 320, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 321, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 322, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 323, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 324, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 325, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 326, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 327, UNDOLOG,       1,       0,       0,,      26,      26,       0,               0,        416.0000,             416
 328, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 329, UNDOLOG,       1,       0,       0,,       9,       9,       0,               0,        144.0000,             144
 330, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 331, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 332, UNDOLOG,       1,       0,       0,,      45,      45,       0,               0,        720.0000,             720
 333, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 334, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 335, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 336, UNDOLOG,       2,       0,       0,,     128,      64,       0,               0,       1024.0000,            1024
 337, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 338, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 339, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 340, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 341, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 342, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 343, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 344, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 345, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 346, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 347, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
 348, INVALID,       0,       0,       0,,       0,       0,       0,               0,          0.0000,               0
